作者
张嗣初
张嵩
张氲
张署
张辞
张锡
张嘉贞
张碧
张潮
张震
张濛
张翱
张曙
张曙1
张濯
张鹭
张瀛
张顗
张籍
张蠙
张鷟
怀玉
怀信
怀浚
怀浦
怀素
怀楚
李乂
崔融
李习
李士元
李子昂
李子卿
李山甫
李中
李从远
李元纮
李公佐仆
李升
李太玄
李日知
李日新
李主簿姬
李令
李头陀
李平
李幼卿
李弘茂
李归唐
李正封
李白
李贺
李节度姬
李伉
李休烈
李伦
李华
李合
李吉甫
李回
李夷简
李如璧
李尧夫
李屿
李延陵
李廷璧
李收
李旭
李约
李羽
李行言
李行敏
李观
李讷
李许
李阳冰
李伯良
李伯鱼
李体仁
李何
李馀
李克恭
李冶
李君何
李君房
李宏皋
李岑1
李岑
李岘
李希仲
李序
李应
李忱
李怀远
李汶濡
李沇
李沛
李玖
李纾
李花开
李赤
李远
李邺
李侍御
李叔卿
李叔霁
李和风
李季华
李季何
李宗闵
李岩
李建业
李建枢
李建勋
李昂
李昌邺
李昌符
李朋
李林甫
李治
李泌
李直方
李绅
李肱
李茂复
李范
李询
李质
李迥秀
李郁
李勋
李咸
李咸用
李宣古
李宣远
李彦远
李彦和
李恒
李拯
李昪
李昭象
李昼
李洞
李祜
李绛
李胄
李荣
李诵
李适
李适之
李郢
李兼
李家明
李宾
李峰
李挚
李损之
李栖筠
李浩
李浩弼
李涉
李涛
李珣
李皋
李真
李秘
李谅
李逢吉
李邕
李都
李颀
李商隐
李崇嗣
沈佺期
李康成
李惟
李梦符
李淮
李深
李清
李章武
李续
李谔
李隆基
李善夷
李堪
李嵘
李敬方
李敬玄
李敬伯
李敬彝
李京
李景
李景让
李景伯
李景俭
李景遂
李渤
李渥
李琪
李皓
李程
李竦
李翔
李舒
李舜弦
李遐周
李骘
李廓
李搏
李暇
李溟
李滂
李煜
李福业
李缜
李缟
李群玉
李虞
李虞仲
李解
李频
李嘉祐
李愿
李夐
李端
李蔚
李韶
李徵古
李德裕
李憕
李播
李潜
李潭
李澄之
李璆
李聪
李觐
李穆
李縠
李翱
李赞华
李嶷
李曜
李瀚
李瀚1
李夔
李瓘
李衢
杜之松
杜元颖
杜伟
杜光庭
杜甫
畅当
杜周士
杜建徽
杜昆吾
杜易简
杜俨
杜奕
杜荀鹤
罗邺
杜诵
杜兼
杜羔
杜寂
杜常
杜淹
杜鸿渐
杜頠
来鹏
杨义方
杨于陵
杨巨源
钱起
杨发
杨汉公
杨凫
杨华
杨廷玉
杨收
杨旬
杨汝士
杨行敏
杨达
杨齐哲
杨齐悊
杨员外
杨志坚
杨牢
杨系
杨凭
杨奇鲲
杨炎
杨玢
杨知至
杨苧萝
杨郁伯
杨郇伯
杨厚
杨思玄
杨持
杨洵美
杨炯
杨贲
杨玉环
杨重玄
杨乘
杨凌
杨容华
杨损
杨浚
杨莱儿
杨续
杨谏
杨逵
杨鸾
杨鸿
杨敬之
杨敬述
杨鼎夫
杨嗣复
杨廉
杨虞卿
杨德麟
杨颜
杨凝
杨凝式
杨衡
杨彝
杨夔
步非烟
汪万于
汪仲阳
汪极
汪遵
沈千运
沈东美
沈宁
沈仲昌
沈传师
沈回
沈如筠
沈宇
沈叔安
沈青箱
沈祖仙
沈颂
沈彬
沈鹏
沈韬文
沈颜
沈徽
沈麟
沙门日进
沙碛女子
狄仁杰
狄焕
良乂
良人
芮挺章
花蕊夫人徐氏
苏广文
苏州刺史
苏芸
苏味道
苏郁
苏拯
苏晋
苏涣
苏检妻
苏检
苏绾
苏?
苏替
苏焜
苏颋
苏源明
苏溪和尚
苏瑰
豆卢回
豆卢岑
豆卢复
豆卢荣
轩辕弥明
辛弘智
辛宏
辛学士
辛替否
邵士彦
邵大震
邵升
邵真
邵偃
邵谒
邵景
邵楚苌
邹绍先
邹象先
陆子
陆长源
陆弘休
陆亘
陆羽
陆贞洞
陆坚
陆希声
陆龟蒙
陆侍御
陆凭
陆岩梦
陆畅
陆肱
陆质
陆复礼
陆禹臣
陆扆
陆海
陆贽
陆善经
陆敬
陆景初
陆翚
陆翱
陆瀍
陈九流
陈上美
陈上卿
陈子良
陈子昂
陈中师
陈元光
陈元初
陈元裕
陈去疾
陈光
陈存
陈师穆
陈羽
陈至
陈希烈
陈沆
陈甫
陈秀才
陈闰
陈京
陈咏
陈季
陈季卿
陈昌言
陈诩
陈述
陈复休
陈宫妃嫔
陈峤
陈彦
陈彦博
陈标
陈祜
陈贶
陈乘
陈润
陈素风
陈陶
陈翊
陈谏
陈琡
陈蓬
陈蜕
陈嘉言
陈嘏
陈寡言
陈翥
陈德诚
陈璀
陈凝
陈嶰
陈璠
陈黯
京兆女子
京兆韦氏子
卓英英
叔孙玄观
周万
周元范
周弘亮
周匡物
周存
周存孺
周延翰
周朴
周利用
周彻
周岳秀
周昙
周庠
周彦昭
周彦晖
周思钧
周祚
周贺
周瑀
周愿
周墀
周颛
周繇
和凝
国邵南
奉蚌
孟不疑
孟云卿
孟氏
孟光
孟匡明
孟守
孟迟
孟郊
孟彦深
孟昶
孟浩然
孟婴
孟球
孟翔
孟简
孟翱
季广琛
季方
宗密
宗楚客
宜芬公主
宝历宫人
尚能
尚颜
屈同仙
庞季子
庞德公
庞蕴
建业卜者
性空
房千里
房元阳
房白
房旭
房琯
房融
房孺复
明月潭龙女
梁锽
明瓒
易思
易重
林无隐
林氏
林披
林杰
林宽
林晕
林珝
林逢
林滋
林琨
林嵩
林楚才
林楚翘
林蕴
林璠
林藻
欧阳玭
欧阳炯
欧阳宾
欧阳衮
欧阳彬
欧阳詹
欧阳瑾
欧阳澥
武三思
武元衡
武少仪
武平一
武后宫人
武昌妓
武翊黄
武瓘
法达
法轮
法宣
法振
法海
法常
法照
法藏
韩愈
畅诸
空海
终南山翁
绍伯
罗公远
罗立言
罗让
罗虬
罗绍威
罗泰
罗珦
罗衮
苑咸
苑?
苗发
苗仲方
苗晋卿
范元凯
范氏子
范传正
范传质
范尧佐
范灯
范夜
范液
范朝
范酂
虎丘山石壁鬼
贯休
郁回
郎士元
郎大家宋氏
郎馀令
郑义真
郑丹
郑仁表
郑仆射
郑壬
郑世翼
郑史
郑玉
郑立之
郑光业
郑合
郑师冉
郑师贞
郑轨
郑严
郑馀庆
郑启
郑良士
郑谷
郑还古
郑审
郑昈
郑昉
郑明
郑绍
郑述诚
郑俞
郑冠卿
郑南金
郑洪业
郑畋
郑说
郑适
郑准
郑损
郑浣
郑虔
郑衮
郑巢
郑常
郑惟忠
郑据
郑符
郑善玉
郑嵎
郑愔
郑愕
郑渥
郑琼罗
郑絪
郑遂初
郑颋
郑愚
郑概
郑缙
郑蜀宾
郑遨
郑锡
郑韫玉
郑愿
郑綮
郑辕
郑儋
郑德玄
郑蕡
郑賨
郑翱
郑孺华
郑繇
郑薰
郑璧
郑颢
郑馥
郑鏦
郑露
金云卿
金车美人
金可纪
金立之
金地藏
金昌绪
金厚载
金真德
青城丈人
青童
青霞子
鱼又玄
鱼玄机
侯氏
侯休祥
侯冽
侯道华
俞简
李祎
修雅
修睦
南巨川
南诏骠信
南卓
南唐失名僧
南溟夫人
姚月华
姚发
姚伦
姚合
姚向
姚系
姚岩杰
姚明扬
姚偓
姚崇
姚康
姚嵘
姚揆
姚鹄
姜窈窕
姜皎
娄玄颖
宣宗宫人
宫嫔
封行高
封孟绅
封抱一
封彦卿
李节
封敖
施肩吾
春台仙
查文徽
柯崇
柳中庸
柳公权
柳公绰
柳氏
柳圭
柳宗元
柳明献
柳泌
柳浑
柳逢
柳郴
柳曾
柳棠
柳登
柳道伦
段义宗
段文昌
段弘古
段成式
段怀然
洛川仙女
洛中举子
洪子舆
洪州将军
浑惟明
独孤及
独孤申叔
独孤良弼
独孤良器
独孤实
独孤铉
独孤授
独孤绶
独孤遐叔妻白氏
皇甫大夫
皇甫冉
皇甫松
皇甫斌
皇甫曾
皇甫湜
皇甫澈
皇甫镛
皇甫曙
祖咏
祝元膺
祝钦明
胡元龟
胡元范
胡令能
胡传美
胡权
胡伯崇
胡证
胡运
胡杲
胡玢
胡直钧
胡幽贞
胡骈
胡曾
胡皓
胡雄
胡嘉鄢
荆人
荆冬倩
荆州僧
荆叔
荆浩
荣九思
费冠卿
贺公
贺兰进明
贺兰朋吉
贺兰暹
贺知章
贺朝
贺遂亮
贺遂涉
贺敱
赵中虚
赵仁奖
赵元淑
刘氏（杜羔妻
赵氏（寇坦母
赵冬曦
赵休
赵光远
赵光逢
赵存约
赵延寿
赵迁
赵防
赵抟
赵良器
赵叔达
赵宗儒
赵居贞
赵昂
赵武建
赵牧
赵彦伯
赵彦昭
赵骅
赵铎
赵虚舟
赵鸾鸾
赵鸿
赵惠宗
赵谦光
赵微明
赵嘏
赵璜
赵蕃
赵?
钟元章
钟辂
钟谟
钟辐
钟离权
闽后陈氏
闾丘晓
香儿
骆宾王
骆浚
剧燕
卿云
唐末朝士
唐末僧
唐尧臣
唐尧客
唐扶
唐求
唐远悊
唐备
唐怡
唐枢
唐彦谦
唐思言
唐晅妻张氏
唐温如
唐暄
唐廪
夏方庆
夏宝松
夏鸿
夏侯子云
夏侯孜
夏侯审
夏侯楚
奚贾
席元明
席豫
席夔
徐九皋
徐之才
徐仁友
徐仁嗣
徐介
徐元鼎
徐月英
徐玄之
徐仲雅
徐光溥
徐安贞
徐安期
徐延寿
徐至
徐坚
徐希仁
徐灵府
安凤
徐侃
徐放
徐昌图
徐牧
徐知仁
徐贤妃
徐钓者
徐彦伯
徐彦若
徐振
徐浩
徐珩
徐商
徐敞
徐晶
徐皓
徐夤
徐锴
徐凝
徐融
徐璧
悟清
晁采
柴宿
柴夔
栾清
桓颙
殷七七
殷少野
殷文圭
殷尧藩
殷济
殷寅
殷琮
殷遥
殷潜之
殷穆
海印
真干
真元
秦系
秦尚运
秦韬玉
翁承赞
翁洮
翁绶
韩熙载
花蕊夫人
耿湋
聂夷中
莫宣卿
袁不约
袁求贤
袁郊
袁恕己
袁晖
袁邕
袁高
袁皓
袁傪
袁瓘
谈戭
贾至
贾驰
贾岛
贾宗
贾弇
贾彦璋
贾耽
贾邕
贾曾
贾棱
贾谟
郭子仪
郭仁表
郭元振
郭正一
郭利贞
郭求
郭汭
郭良
郭良骥
郭受
郭周藩
郭绍兰
郭思
郭郧
郭圆
郭恭
郭通
郭邕
郭密之
郭虚己
郭慎微
郭遵
郭震
郭澹
郭夔
酒肆布衣
钱可复
钱众仲
钱信
钱珝
储光羲
钱徽
陶岘
陶拱
陶雍
陶翰
顾云
顾伟
顾在镕
顾况
顾非熊
顾封人
顾效古
顾朝阳
顾甄远
顾夐
高力士
高元矩
高元裕
高弁
高正臣
高绍
高若拙
高亭
高峤
高拯
李渊
高退之
高骈
高崇文
高球
高铢
高湘
高越
高辇
高傪
高瑾
高鹤林
高璩
高蟾
高衢
释乾康
商山三丈夫
商山客死书生
商则
寇坦
寇泚
寇埴
尉佗
尉迟匡
尉迟汾
屠瑰智
崇圣寺鬼
崔十娘
崔子向
崔五嫂
崔元范
崔元略
崔元翰
崔公佐客
崔公达
崔公信
崔公辅
崔少玄
崔日用
崔日知
崔氏
崔玄亮
崔玄真
崔玄童
崔生
崔立之
崔立言
崔亘
崔仲容
崔全素
崔兴宗
崔圭
崔安潜
崔成甫
崔江
崔行检
崔邠
崔何
崔岐
崔希逸
崔怀宝
崔护
崔李二生
崔沔
崔词
崔轩
崔备
崔季卿
崔宗之
崔尚
崔居俭
崔建
崔枢
崔知贤
崔郊
崔峒
崔珏
崔禹锡
崔恭
崔泰之
崔涤
崔素娥
崔耿
崔致远
崔莺莺
崔载华
崔铉
崔颂
崔敏童
崔涯
崔液
崔绩
崔郾
崔善为
崔惠童
崔湜
崔琮
崔紫云
崔翘
崔萱
崔谟
崔幢
崔橹
崔澹
崔璘
崔璞
崔曙
崔璐
崔膺
崔藩
崔颢
崔瓘
常达
常沂
常建
常非月
常浩
常衮
常理
常雅
韦楚老
康骈
康珽
康翊仁
庾传素
庾光先
庾承宣
庾敬休
戚逍遥
扈载
曹文姬
曹生
曹汾
曹邺
曹松
曹唐
曹戵
梁升卿
梁氏琼
梁去惑
梁补阙
梁宝
梁知微
梁洽
梁陟
梁涉
梁载言
梁铉
梁琼
梁献
梁德裕
梁震
淡然
清江
清观
清闲
清尚
理瑩
盖嘉运
章八元
章江书生
章孝标
李贤
章碣
章嶰
符子圭
符载
符蒙
萧仿
萧华
萧至忠
萧建
萧昕
萧祐
萧结
萧项
萧彧
萧嵩
萧微
萧意
萧楚材
萧缜
萧遘
萧颖士
萧翼
萧膺
阎立本
阎防
阎济美
阎选
阎宽
阎敬爱
阎朝隐
阎德隐
蔡隐丘
隐者
隐峦
隐峰
鹿虔扆
黄子野
黄山隐
黄文
黄可
黄冠野夫
黄损
黄陵美人
黄崇嘏
黄巢
黄颇
黄滔
黄幡绰
黄麟
傅温
储嗣宗
善生
喻坦之
富春沙际鬼
富嘉谟
寒山
彭伉
彭城
彭晓
彭蟾
惠文太子
敬括
斐公衍
普化和尚
普愿
景云
景池
景审
智远
智亮
智威
智封
智通
智常
智藏
曾崇范妻
曾麻几
温会
温达
温宪
温庭皓
温庭筠
薛逢
湛贲
焦郁
程长文
程行谌
程弥纶
程洛宾
程紫霄
童翰卿
紫微孙处士
葛氏女
葛鸦儿
董思恭
蒋氏
蒋吉
蒋防
蒋冽
蒋肱
蒋挺
蒋贻恭
蒋钧
蒋涣
蒋密
蒋维翰
谢仲宣
谢观
谢良辅
谢勮
谢陶
谢偃
谢邈
李贞
越溪杨女
道彦
道恭
道慈
道镜　善导
释元康
释玄宗
释岸
释明解
释泚
释彪
李元嘉
韩仪
韩仲宣
韩休
韩屿
韩垂
韩宗
韩定辞
韩弇
韩思复
韩思彦
韩昭
韩昭裔
韩倩
韩泰
韩浚
韩翃
韩偓
韩常侍
韩湘
韩溉
韩琮
韩滉
韩察
韩熙载客
韩襄客
鲁收
廉氏
慈和
慈恩寺沙门
慈恩塔院女仙
慎氏
楚儿
楼颖
源光裕
源乾曜
甄后
织绡女
萧旷
窦弘馀
窦巩
窦牟
窦希玠
窦参
窦叔向
窦昉
窦威
窦庠
窦洵直
窦常
窦梁宾
窦裕
窦群
窦蒙
窦冀
蒯希逸
蓝采和
虞羽客
虞搆
褚琇
褚载
褚朝阳
解叔禄
解彦融
解琬
詹敦仁
詹琲
詹雄
路半千
路应
路单
路洵美
路黄中
路德延
雍陶
雍裕之
鲍防
鲍君徽
鲍家四弦
鲍溶
僧法轨
僧鸾
廖匡图
廖有方
廖凝
慕幽
慕容韦
熊皦
熊孺登
熊曜
管雄甫
綦毋诚
綦毋潜
缪氏子
缪岛云
蔡文恭
蔡孚
蔡希周
蔡希寂
蔡京
蔡押衙
蔡昆
蔡瑰
裴大章
裴丹
裴玄智
裴交泰
裴休
裴光庭
裴夷直
裴守真
裴延
裴延龄
裴廷裕
裴次元
裴羽仙
裴达
裴杞
裴迪
裴度
裴思谦
裴说
樊夫人
裴航
裴虔馀
裴谈
裴贽
裴通
裴淑
裴略
裴谐
裴谞
裴逵
裴铏
裴翛然
裴漼
裴潾
裴澄
裴澈
裴璀
裴皞
裴諴
裴翻
裴耀卿
谭峭
谭铢
刘师服
德宗宫人
德诚
樊阳源
樊忱
樊宗师
樊晃
樊珣
樊寔
樊铸
樊骧
滕传胤
滕迈
滕倪
滕珦
滕潜
潘天锡
潘存实
潘佑
潘求仁
潘纬
潘图
潘孟阳
潘咸
潘唐
潘雍
澄观
颜仁郁
颜允南
颜令宾
颜胄
颜荛
颜曹
颜舒
颜萱
颜粲
黎逢
黎瓘
冀金
穆寂
薛元超
薛少殷
薛业
薛令之
薛光谦
薛存诚
薛戎
薛克构
薛沆
薛奇童
薛宜僚
薛苹
薛昭纬
薛昭蕴
薛晏
薛能
薛据
薛维翰
薛媛
薛巽
薛琼
薛慎惑
薛蒙
薛瑶
薛瑩
薛稷
薛曜
薛馧
薛耀
薛准
薛?
衡州舟子
霍总
戴公怀
戴司颜
戴休珽
戴偃
戴察
戴寥
戴衢
濮阳瓘
繁知一
魏万
魏元忠
魏氏
魏玄同
魏朴
魏扶
魏求己
魏奉古
魏承班
魏朋妻
魏知古
魏峦
魏盈
魏兼恕
魏谟
魏璀
唐年
唐佐
李孝贞
唐格
唐字
周仲美
唐林
孙处
陈经国
郑域
庄布
蒋偕
幸夤逊
襄阳妓
王元
王周
邓洵美
徐铉
伍乔
伍彬
刘洞
刘兼
孙光宪
安鸿渐
汤悦
许坚
何承裕
吴黔
张隐
李九龄
李昉
李涛（信臣
杨昭俭
沈廷瑞
邵拙
周渭
周濆
周镛
孟贯
孟宾于
罗颖
胥偃
赵庆
